Frame	CPU Total (ms)	CPU Boids (ms)	CPU Data Update (ms)	CPU Render Dispatch (ms)	GPU Render (ms)
3823	3.6846	3.6405	0.0211	0.0257	0.130912
3824	3.6844	3.6157	0.0213	0.0257	0.128864
3825	3.7	3.6764	0.0226	0.0317	0.129216
3826	3.7043	3.6431	0.0212	0.049	0.130592
3827	3.7761	3.6345	0.0208	0.0495	0.126208
3828	3.7034	3.5992	0.0212	0.0283	0.129248
3829	3.6886	3.6671	0.0222	0.0254	0.128608
3830	3.6538	3.6475	0.0217	0.0259	0.129568
3831	3.7413	3.6431	0.0237	0.0365	0.126688
3832	3.704	3.6519	0.0208	0.0261	0.128736
3833	3.7039	3.6224	0.0212	0.0278	0.12992
3834	3.7041	3.6588	0.0212	0.0244	0.128736
3835	3.6833	3.652	0.0209	0.0294	0.126432
3836	3.7137	3.639	0.0209	0.0258	0.129472
3837	3.7052	3.6284	0.0213	0.025	0.130464
3838	3.6923	3.6669	0.021	0.0252	0.130464
3839	3.6893	3.6488	0.0212	0.03	0.126624
3840	3.7219	3.6743	0.0219	0.0259	0.130944
3841	3.703	3.6539	0.0246	0.0257	0.129696
3842	3.7296	3.6441	0.0215	0.0256	0.12896
3843	3.7144	3.6438	0.0211	0.0288	0.129536
3844	3.7063	3.6601	0.0211	0.0306	0.126368
3845	3.6983	3.6837	0.0209	0.0253	0.129888
3846	3.7142	3.65	0.0214	0.0256	0.129792
3847	3.7368	3.6511	0.021	0.0253	0.130624
3848	3.7115	3.661	0.0212	0.029	0.126208
3849	3.706	3.6758	0.0212	0.0257	0.130528
3850	3.7157	3.6368	0.0218	0.0257	0.130816
3851	3.7292	3.6491	0.0214	0.0252	0.129248
3852	3.7	3.6678	0.021	0.0294	0.126432
3853	3.706	3.6784	0.0211	0.0261	0.129952
3854	3.7219	3.647	0.0221	0.0257	0.129568
3855	3.7331	3.6632	0.0209	0.026	0.126528
3856	3.7183	3.6889	0.022	0.035	0.130048
3857	3.7209	3.6864	0.021	0.0274	0.126208
3858	3.7456	3.6968	0.0211	0.0262	0.130592
3859	3.7395	3.6754	0.0209	0.0251	0.128832
3860	3.7493	3.69	0.0208	0.0244	0.129216
3861	3.7373	3.6917	0.0213	0.0302	0.126528
3862	3.7453	3.704	0.0211	0.0262	0.130464
3863	3.7471	3.7022	0.0212	0.0252	0.13072
3864	3.7575	3.6843	0.0304	0.025	0.129728
3865	3.7629	3.689	0.026	0.0292	0.126208
3866	3.7546	3.7059	0.0212	0.032	0.129088
3867	3.7494	3.6961	0.0212	0.0254	0.1288
3868	3.7596	3.6933	0.0205	0.0251	0.130688
3869	3.757	3.6616	0.021	0.0285	0.126304
3870	3.7467	3.6733	0.0205	0.0251	0.129984
3871	3.7152	3.6804	0.0204	0.0253	0.130144
3872	3.7253	3.6631	0.0205	0.0245	0.130048
3873	3.7376	3.6332	0.0204	0.0276	0.12656
3874	3.7168	3.645	0.021	0.0257	0.13056
3875	3.6856	3.6643	0.0211	0.025	0.129024
3876	3.6975	3.7152	0.0221	0.0245	0.128608
3877	3.7167	3.7389	0.0214	0.0243	0.129248
3878	3.775	3.8169	0.0213	0.0285	0.126304
3879	3.8308	3.7409	0.0217	0.0472	0.130688
3880	3.9265	3.7253	0.0211	0.0535	0.126176
3881	3.8074	3.6841	0.0211	0.0316	0.129888
3882	3.7835	3.7047	0.0208	0.0284	0.126176
3883	3.7387	3.7513	0.0211	0.0255	0.128832
3884	3.7572	3.7897	0.021	0.0246	0.128544
3885	3.8039	3.6758	0.021	0.0248	0.129792
3886	3.8449	3.7068	0.021	0.0262	0.126176
3887	3.7291	3.7185	0.021	0.0247	0.12928
3888	3.76	3.7052	0.0211	0.0252	0.128896
3889	3.7715	3.774	0.0565	0.0249	0.130368
3890	3.7584	3.7065	0.022	0.0251	0.126016
3891	3.9008	3.7493	0.0208	0.0467	0.130624
3892	3.7633	3.7597	0.0217	0.0268	0.129376
3893	3.8028	3.7454	0.0211	0.0254	0.12992
3894	3.8232	3.7325	0.0209	0.031	0.126624
3895	3.8	3.7507	0.0212	0.0255	0.129728
3896	3.7858	3.7818	0.0239	0.0253	0.129472
3897	3.8041	3.7431	0.0724	0.025	0.130144
3898	3.8471	3.7549	0.0212	0.0312	0.126304
3899	3.8696	3.7088	0.0208	0.0375	0.128448
3900	3.8101	3.7029	0.021	0.0262	0.129504
3901	3.7614	3.6756	0.0208	0.0249	0.12896
3902	3.7558	3.7036	0.021	0.0245	0.12896
3903	3.7285	3.6709	0.0209	0.0247	0.126336
3904	3.7589	3.6793	0.0208	0.0269	0.12832
3905	3.7232	3.6899	0.0212	0.0243	0.128832
3906	3.7333	3.697	0.0209	0.0256	0.128672
3907	3.7603	3.722	0.0221	0.0361	0.126208
3908	3.7514	3.7121	0.0219	0.0256	0.129952
3909	3.7766	3.7227	0.0213	0.0255	0.12816
3910	3.766	3.6943	0.0209	0.0245	0.130048
3911	3.7919	3.6951	0.0207	0.0351	0.126304
3912	3.7502	3.7007	0.0211	0.0263	0.130656
3913	3.7481	3.7074	0.021	0.025	0.130528
3914	3.7531	3.6812	0.021	0.0244	0.130656
3915	3.7623	3.6801	0.0203	0.0253	0.126304
3916	3.7345	3.6959	0.0208	0.0248	0.128992
3917	3.7312	3.681	0.0208	0.024	0.128416
3918	3.7482	3.678	0.0209	0.0247	0.12992
3919	3.7348	3.6743	0.0209	0.0255	0.129568
3920	3.7321	3.6843	0.0208	0.0254	0.126112
3921	3.728	3.7247	0.0209	0.0254	0.13008
3922	3.7367	3.6904	0.0232	0.0248	0.129312
3923	3.7774	3.6611	0.0205	0.0247	0.130208
3924	3.7497	3.7141	0.0208	0.0275	0.126336
3925	3.713	3.7182	0.021	0.0243	0.129952
3926	3.7662	3.6923	0.0209	0.0243	0.12848
3927	3.7713	3.6886	0.021	0.0248	0.12992
3928	3.7448	3.6906	0.0209	0.0245	0.125952
3929	3.7416	3.7127	0.0213	0.0247	0.129408
3930	3.7428	3.8316	0.0213	0.0242	0.13088
3931	3.8068	3.8035	0.0212	0.0493	0.12928
3932	3.9286	3.7497	0.0208	0.0484	0.126464
3933	3.9	3.8618	0.0211	0.0486	0.129056
3934	3.8074	3.8596	0.0212	0.0273	0.129184
3935	3.919	3.7334	0.0212	0.0264	0.129056
3936	3.9154	3.8217	0.0262	0.0261	0.126304
3937	3.7877	3.7448	0.022	0.0256	0.128608
3938	3.8807	3.8088	0.0212	0.0252	0.130272
3939	3.8226	3.7823	0.0214	0.0375	0.131072
3940	3.8693	3.8188	0.0212	0.0289	0.126464
3941	3.8383	3.7274	0.021	0.0262	0.128544
3942	3.8736	3.8397	0.0218	0.0258	0.131008
3943	3.7811	3.7794	0.0211	0.025	0.128256
3944	3.8968	3.7988	0.0212	0.0265	0.126336
3945	3.8337	3.7797	0.0212	0.0254	0.12992
3946	3.853	3.7971	0.0214	0.0252	0.12912
3947	3.8333	3.8302	0.0212	0.025	0.130144
3948	3.8518	3.7437	0.0211	0.0255	0.129472
3949	3.8847	3.7746	0.0211	0.0254	0.126272
3950	3.7977	3.7826	0.0212	0.0251	0.128768
3951	3.8286	3.8022	0.0233	0.0251	0.12992
3952	3.8362	3.7781	0.0212	0.025	0.130688
3953	3.8652	3.7464	0.022	0.0306	0.126272
3954	3.8323	3.7905	0.0212	0.0253	0.129888
3955	3.8014	3.8288	0.0211	0.0253	0.130592
3956	3.8438	3.7595	0.022	0.0248	0.130752
3957	3.8828	3.7541	0.0214	0.025	0.126464
3958	3.8317	3.7653	0.0219	0.0353	0.126528
3959	3.8107	3.8271	0.0212	0.026	0.129632
3960	3.8208	3.7836	0.0212	0.0257	0.128608
3961	3.895	3.7828	0.0214	0.0334	0.126592
3962	3.8407	3.8124	0.0212	0.0264	0.131008
3963	3.8379	3.8344	0.0219	0.0261	0.128736
3964	3.8663	3.7698	0.0212	0.0252	0.129376
3965	3.8902	3.7859	0.0219	0.0253	0.126368
3966	3.8247	3.7806	0.0211	0.0256	0.129056
3967	3.8404	3.8573	0.0213	0.0251	0.129216
3968	3.8341	3.8255	0.0595	0.0247	0.130208
3969	3.9132	3.8285	0.0212	0.0263	0.126656
3970	3.958	3.7827	0.0253	0.0479	0.130304
3971	3.8866	3.8229	0.023	0.0268	0.130752
3972	3.8417	3.7847	0.0212	0.0262	0.129952
3973	3.8851	3.8183	0.0212	0.0291	0.126496
3974	3.84	3.7855	0.0212	0.0259	0.128864
3975	3.8733	3.8015	0.0212	0.0264	0.130272
3976	3.8389	3.8082	0.0212	0.0247	0.130016
3977	3.8722	3.816	0.0212	0.0348	0.12672
3978	3.8643	3.7924	0.0212	0.0262	0.131104
3979	3.8708	3.8246	0.021	0.026	0.130592
3980	3.8457	3.8372	0.022	0.0248	0.129856
3981	3.8853	3.89	0.0215	0.0296	0.126624
3982	3.9328	3.7974	0.022	0.0487	0.13024
3983	3.9896	3.771	0.0215	0.0477	0.126368
3984	3.8628	3.7876	0.0212	0.0308	0.129888
3985	3.8297	3.8057	0.0216	0.0281	0.126592
3986	3.8443	3.8142	0.0212	0.0269	0.12976
3987	3.8605	3.8664	0.0248	0.0253	0.130784
3988	3.868	3.7803	0.021	0.0249	0.128512
3989	3.9345	3.8121	0.0219	0.0307	0.13072
3990	3.8351	3.7801	0.0211	0.0254	0.130624
3991	3.8666	3.8736	0.0234	0.025	0.130784
3992	3.8338	3.8119	0.0211	0.0251	0.129248
3993	3.9312	3.7647	0.022	0.0261	0.129728
3994	3.8666	3.8143	0.0212	0.0251	0.1264
3995	3.8193	3.8398	0.0211	0.0251	0.128992
3996	3.8683	3.8795	0.0212	0.0253	0.129152
3997	3.8936	3.7747	0.0212	0.0249	0.129856
3998	3.9337	3.8111	0.0211	0.025	0.126336
3999	3.8282	3.8108	0.0219	0.0248	0.12848
4000	3.8649	3.8348	0.0217	0.0251	0.129536
4001	3.8653	3.7976	0.0212	0.0249	0.130208
4002	3.8899	3.7739	0.0212	0.0253	0.126496
4003	3.8515	3.8132	0.0212	0.0252	0.130688
4004	3.8275	3.8315	0.0212	0.0249	0.12944
4005	3.8677	3.803	0.0208	0.0254	0.1304
4006	3.8862	3.7916	0.0208	0.0255	0.126432
4007	3.8561	3.8144	0.0227	0.0248	0.130112
4008	3.8449	3.8466	0.0214	0.0248	0.130592
4009	3.8878	3.7807	0.0211	0.0376	0.12656
4010	3.9188	3.8353	0.0212	0.0358	0.126432
4011	3.8381	3.8115	0.0228	0.0267	0.129504
4012	3.89	3.8728	0.0224	0.0255	0.130272
4013	3.8673	3.8084	0.0209	0.0251	0.128672
4014	3.9315	3.8151	0.0209	0.0266	0.126464
4015	3.8616	3.822	0.0212	0.025	0.129408
4016	3.8688	3.8774	0.0213	0.0251	0.130144
4017	3.8761	3.8237	0.0217	0.0252	0.130144
4018	3.9324	3.8229	0.0208	0.0254	0.126624
4019	3.8779	3.8459	0.0212	0.0251	0.129504
4020	3.876	3.8775	0.021	0.0246	0.129696
4021	3.8999	3.8324	0.0208	0.025	0.130368
4022	3.9315	3.8409	0.0236	0.0248	0.12656
4023	3.8863	3.8261	0.0209	0.0255	0.131296
4024	3.8967	3.8941	0.0216	0.0247	0.129696
4025	3.8796	3.8537	0.0218	0.0249	0.12912
4026	3.9489	3.7924	0.0209	0.0252	0.126656
4027	3.9083	3.8237	0.0209	0.0253	0.12976
4028	3.8452	3.8721	0.0209	0.0246	0.129984
4029	3.8771	3.8117	0.021	0.0249	0.129696
4030	3.9258	3.8207	0.0217	0.0252	0.1304
4031	3.8655	3.8401	0.0214	0.0251	0.130592
4032	3.875	3.9045	0.0264	0.0253	0.130816
4033	3.9322	3.9077	0.0217	0.0473	0.12896
4034	4.0098	3.8274	0.0211	0.0512	0.126592
4035	3.991	3.8171	0.0212	0.0412	0.126592
4036	3.89	3.8627	0.0213	0.0284	0.13024
4037	3.872	3.8426	0.0214	0.0259	0.129664
4038	3.9182	3.8254	0.0217	0.0265	0.130848
4039	3.8979	3.8326	0.021	0.0258	0.126464
4040	3.8804	3.8311	0.0224	0.0253	0.130016
4041	3.8862	3.8499	0.0212	0.025	0.129184
4042	3.8917	3.8215	0.0211	0.0292	0.129504
4043	3.9041	3.8917	0.0211	0.0249	0.126624
4044	3.8754	3.8659	0.0211	0.0251	0.129408
4045	3.9459	3.9143	0.0217	0.0253	0.130272
4046	3.9196	3.8606	0.0212	0.0251	0.129088
4047	3.9692	3.8716	0.0209	0.0251	0.12656
4048	3.9147	3.8342	0.0209	0.025	0.129344
4049	3.9251	3.9227	0.0214	0.0252	0.12992
4050	3.8877	3.8552	0.0211	0.0249	0.12912
4051	3.9769	3.8199	0.0212	0.025	0.126592
4052	3.9093	3.8516	0.0208	0.0252	0.12976
4053	3.8737	3.9016	0.021	0.0251	0.129664
4054	3.9048	3.8758	0.0209	0.025	0.129824
4055	3.9649	3.8498	0.0209	0.0255	0.126368
4056	3.9301	3.845	0.021	0.0256	0.130528
4057	3.903	3.9049	0.0211	0.0249	0.13024
4058	3.8981	3.865	0.022	0.0247	0.130944
4059	3.9592	3.8848	0.0212	0.0254	0.126624
4060	3.9573	3.8185	0.0217	0.0466	0.126336
4061	3.9561	3.9455	0.0214	0.0353	0.128576
4062	3.8844	3.8434	0.0212	0.0328	0.131136
4063	4.0283	3.8671	0.0227	0.0426	0.126624
4064	3.9021	3.8795	0.0211	0.0272	0.130688
4065	3.9236	3.9261	0.0211	0.0259	0.131392
4066	3.9331	3.8217	0.0217	0.0249	0.131296
4067	3.9809	3.8548	0.022	0.0257	0.126336
4068	3.8766	3.8315	0.022	0.0255	0.128736
4069	3.9093	3.9283	0.0212	0.0252	0.130656
4070	3.8858	3.8253	0.0214	0.0249	0.12992
4071	3.9838	3.8716	0.0211	0.026	0.126656
4072	3.8793	3.882	0.0211	0.025	0.129824
4073	3.9252	3.9406	0.0212	0.0249	0.130688
4074	3.936	3.8524	0.0211	0.0251	0.130592
4075	3.996	3.8389	0.0211	0.0262	0.126496
4076	3.9069	3.9047	0.0211	0.0253	0.1296
4077	3.8932	3.9549	0.0212	0.0254	0.13056
4078	3.9588	3.8816	0.0213	0.0252	0.131104
4079	4.0332	3.8576	0.021	0.0385	0.126432
4080	3.943	3.8462	0.0219	0.0282	0.129248
4081	3.9123	3.9656	0.0213	0.026	0.1296
4082	3.9013	3.9261	0.0216	0.0255	0.129792
4083	4.06	3.8752	0.0219	0.0476	0.12688
4084	4.0203	3.9337	0.0214	0.047	0.126624
4085	3.9351	3.9398	0.0212	0.0276	0.128768
4086	3.9921	3.8873	0.0213	0.0274	0.131104
4087	3.9966	3.8639	0.0211	0.0261	0.126528
4088	3.9448	3.9012	0.0212	0.0265	0.130112
4089	3.9192	4.0169	0.0211	0.0259	0.130624
4090	3.9557	4.0711	0.0214	0.0257	0.131008
4091	4.08	3.8576	0.0212	0.0304	0.126304
4092	4.131	3.8972	0.0219	0.0289	0.13104
4093	3.9132	3.9341	0.0215	0.026	0.129312
4094	3.9527	3.8747	0.0214	0.0257	0.130208
4095	3.9903	3.9092	0.0211	0.0263	0.126688
4096	3.9288	3.9178	0.022	0.025	0.130656
4097	3.9633	3.9582	0.022	0.0252	0.130624
4098	3.973	3.8815	0.0212	0.0257	0.12992
4099	4.013	3.8716	0.0212	0.025	0.12656
4100	3.9359	3.9211	0.0211	0.0254	0.129888
4101	3.9255	3.9629	0.0212	0.025	0.130848
4102	3.9759	3.8805	0.0219	0.0251	0.129696
4103	4.0176	3.9259	0.0212	0.0254	0.12672
4104	3.9354	3.8932	0.0212	0.0254	0.13008
4105	3.98	3.9649	0.0214	0.0255	0.131008
4106	3.9471	3.8685	0.0212	0.0251	0.13008
4107	4.0236	3.9323	0.0213	0.0279	0.126784
4108	3.9232	3.9489	0.0211	0.0256	0.129376
4109	3.9879	3.9779	0.0218	0.026	0.129632
4110	4.0091	3.8824	0.0212	0.0294	0.12656
4111	4.0463	3.942	0.0211	0.033	0.126752
4112	3.9383	3.913	0.0214	0.0261	0.130752
4113	3.9968	3.9441	0.0211	0.0256	0.13072
4114	3.9675	3.8725	0.0212	0.0252	0.12992
4115	3.9989	3.9306	0.0211	0.0255	0.126656
4116	3.9264	3.9402	0.0212	0.0251	0.13008
4117	3.9844	3.9789	0.0217	0.0252	0.130816
4118	3.9939	3.8864	0.0211	0.0247	0.130944
4119	4.0351	3.9521	0.0211	0.0262	0.12688
4120	3.9408	3.9433	0.0212	0.0254	0.129216
4121	4.0063	3.956	0.0212	0.0251	0.130784
4122	3.9972	3.8922	0.021	0.0251	0.13056
4123	4.0103	3.9247	0.0214	0.025	0.126816
4124	3.9468	3.9046	0.0212	0.026	0.12992
4125	3.9791	3.9805	0.0211	0.0251	0.129216
4126	3.9589	3.9087	0.0211	0.0255	0.129312
4127	4.0346	3.8993	0.0209	0.0249	0.126464
4128	3.9623	3.8998	0.0204	0.0249	0.130688
4129	3.9531	3.9305	0.0214	0.025	0.130304
4130	3.9521	3.8892	0.0205	0.0245	0.131072
4131	3.9852	3.8924	0.0213	0.0253	0.126848
4132	3.943	4.2537	0.0217	0.0256	0.131392
4133	3.9911	3.9936	0.0213	0.0517	0.128736
4134	4.3516	3.9458	0.0212	0.0486	0.126656
4135	4.0577	3.9125	0.0217	0.0308	0.126624
4136	4.0017	3.9625	0.022	0.0265	0.13088
4137	3.9681	4.0014	0.0213	0.0261	0.1304
4138	4.017	3.9172	0.0212	0.0248	0.130912
4139	4.0564	3.9551	0.0211	0.0257	0.126496
4140	3.972	3.9714	0.0212	0.0256	0.1296
4141	4.0086	3.9684	0.022	0.0249	0.130592
4142	4.0258	3.9586	0.0212	0.0255	0.130592
4143	4.0241	3.9114	0.0211	0.0256	0.126688
4144	4.0131	3.9735	0.0212	0.0252	0.131104
4145	3.9656	4.0019	0.0212	0.0254	0.130624
4146	4.027	3.9439	0.0211	0.0249	0.13056
4147	4.0565	3.9678	0.0211	0.0256	0.126592
4148	3.9981	3.9664	0.0219	0.0252	0.129856
4149	4.0217	4.0196	0.0212	0.0251	0.130272
4150	4.0206	3.9282	0.022	0.0248	0.130112
4151	4.0749	3.98	0.0212	0.0261	0.126592
4152	3.9828	3.9835	0.0212	0.0251	0.128864
4153	4.0341	4.028	0.0211	0.0254	0.130432
4154	4.0378	3.9546	0.0205	0.0254	0.129472
4155	4.0828	3.9263	0.0205	0.0255	0.126944
4156	4.0073	3.8998	0.0204	0.0244	0.130816
4157	3.9789	3.9932	0.0214	0.0246	0.130272
4158	3.9521	3.9577	0.0205	0.0247	0.129344
4159	4.0692	3.8686	0.0206	0.0377	0.126784
4160	4.0141	3.8732	0.0204	0.0265	0.129696
4161	3.922	4.239	0.0205	0.0252	0.13056
4162	3.9261	3.9185	0.0217	0.0251	0.12928
4163	4.3071	3.9554	0.0209	0.0332	0.126624
4164	3.9754	3.9846	0.0218	0.0263	0.129184
4165	4.0088	3.9227	0.0204	0.0253	0.130624
4166	4.0404	3.906	0.0261	0.0259	0.12928
4167	3.9751	3.8827	0.0209	0.0248	0.126752
4168	3.9646	3.9742	0.0214	0.0247	0.130208
4169	3.9354	3.9088	0.0211	0.0249	0.130464
4170	4.0301	3.9048	0.0215	0.026	0.130816
4171	3.9615	3.9242	0.0207	0.0245	0.126592
4172	3.9579	3.9041	0.024	0.0246	0.129376
4173	3.9767	3.8769	0.0204	0.0246	0.128864
4174	3.9598	3.9119	0.0208	0.0246	0.129184
4175	3.9361	3.914	0.0209	0.0291	0.126528
4176	3.9653	3.9334	0.0209	0.025	0.130496
4177	3.9664	3.9004	0.0211	0.0245	0.130688
4178	3.9869	3.919	0.0207	0.0249	0.129408
4179	3.9527	3.8651	0.0208	0.0243	0.126656
4180	3.9715	4.1018	0.0229	0.0248	0.1304
4181	3.9178	4.0566	0.0214	0.0248	0.129536
4182	4.2268	3.9471	0.0212	0.0658	0.13072
4183	4.1523	3.9721	0.0214	0.0479	0.126496
4184	4.0054	4.0058	0.0212	0.0268	0.128768
4185	4.0361	3.9755	0.0212	0.0311	0.129568
4186	4.0831	3.9969	0.0212	0.0386	0.13024
4187	4.0486	4.0248	0.0211	0.036	0.126688
4188	4.0533	4.0498	0.0212	0.0264	0.13072
4189	4.0807	4.0009	0.0212	0.0263	0.130592
4190	4.1082	3.9963	0.0211	0.0281	0.126816
4191	4.0561	3.9999	0.0212	0.0261	0.1296
4192	4.0509	4.0172	0.0211	0.0255	0.128864
4193	4.0542	3.9861	0.0226	0.0252	0.12912
4194	4.0743	4.0008	0.0211	0.0271	0.126624
4195	4.042	3.973	0.0211	0.0254	0.129664
4196	4.0547	4.0666	0.0213	0.0249	0.12896
4197	4.0277	3.9613	0.0211	0.0256	0.131008
4198	4.1223	4.0257	0.022	0.026	0.126464
4199	4.0152	4.0124	0.0219	0.0251	0.130464
4200	4.0809	4.0811	0.0216	0.0257	0.13056
4201	4.0668	4.0149	0.0211	0.025	0.129728
4202	4.1364	4.0441	0.0212	0.0256	0.126496
4203	4.0687	4.0409	0.0214	0.0251	0.129152
4204	4.0981	4.0777	0.0212	0.0249	0.130464
4205	4.0954	3.9985	0.0212	0.0255	0.129536
4206	4.132	4.06	0.0221	0.0251	0.126592
4207	4.0522	4.0122	0.0212	0.0252	0.130496
4208	4.1304	4.0995	0.0213	0.0344	0.126496
4209	4.069	4.0085	0.0211	0.0262	0.131008
4210	4.1681	4.0179	0.0218	0.0346	0.126496
4211	4.0654	4.02	0.0212	0.0263	0.130752
4212	4.0731	4.0781	0.0212	0.0256	0.128704
4213	4.0745	4.0558	0.0215	0.0254	0.129408
4214	4.1327	4.0065	0.022	0.0255	0.126528
4215	4.1102	4.0815	0.0211	0.0252	0.1304
4216	4.0614	4.0383	0.0213	0.0252	0.129504
4217	4.1355	4.024	0.0211	0.0253	0.130496
4218	4.0935	4.0347	0.0213	0.0255	0.12672
4219	4.0786	4.0308	0.0209	0.0255	0.128928
4220	4.0888	4.0688	0.0209	0.0253	0.13088
4221	4.0842	4.0364	0.021	0.0251	0.131008
4222	4.1227	4.0218	0.0212	0.0251	0.126656
4223	4.0905	4.025	0.022	0.0251	0.129408
4224	4.0776	3.9766	0.0208	0.0266	0.129472
4225	4.0845	3.999	0.0208	0.0285	0.126752
4226	4.0306	4.0386	0.023	0.0252	0.130784
4227	4.052	4.052	0.0211	0.0247	0.131328
4228	4.0979	4.0031	0.0218	0.0272	0.130368
4229	4.1068	4.0051	0.0216	0.0256	0.126944
4230	4.0654	4.0967	0.0214	0.0296	0.129824
4231	4.1116	4.0945	0.022	0.0587	0.127008
4232	4.1878	4.0473	0.0219	0.0455	0.131232
4233	4.1574	4.0621	0.0211	0.0293	0.126912
4234	4.1046	4.0459	0.021	0.0271	0.1304
4235	4.1163	4.089	0.0213	0.0254	0.12976
4236	4.0994	4.0261	0.0212	0.0251	0.131136
4237	4.1554	4.0626	0.0211	0.0364	0.126944
4238	4.081	4.0649	0.0212	0.0252	0.130688
4239	4.1167	4.105	0.0219	0.0254	0.129984
4240	4.1187	4.0406	0.0212	0.0251	0.129696
4241	4.1604	4.0652	0.0212	0.0256	0.12672
4242	4.0944	4.0602	0.0211	0.0249	0.130304
4243	4.1187	4.1055	0.0218	0.0248	0.129568
4244	4.114	4.0031	0.0208	0.0253	0.12976
4245	4.1608	4.0038	0.0217	0.0256	0.126592
4246	4.0573	4.0724	0.0208	0.0254	0.130176
4247	4.058	4.0418	0.0209	0.025	0.12976
4248	4.1275	4.0054	0.0214	0.0267	0.131264
4249	4.0958	4.0646	0.0208	0.0253	0.126528
4250	4.0592	4.1269	0.021	0.0248	0.12992
4251	4.1176	4.0336	0.0213	0.0246	0.130112
4252	4.181	4.0468	0.0209	0.0253	0.129632
4253	4.0879	4.0766	0.0212	0.0251	0.126496
4254	4.0999	4.3139	0.0227	0.025	0.12896
4255	4.1301	4.0011	0.0209	0.0247	0.130432
4256	4.3969	4.0546	0.021	0.0404	0.126656
4257	4.0582	4.0877	0.0209	0.026	0.130848
4258	4.1086	4.0964	0.0216	0.0255	0.131008
4259	4.1414	4.0006	0.021	0.0253	0.13024
4260	4.1594	4.0343	0.021	0.0307	0.12656
4261	4.0561	4.0504	0.0209	0.026	0.126464
4262	4.0883	4.0906	0.0213	0.0254	0.13024
4263	4.1041	4.0316	0.0214	0.0255	0.13152
4264	4.1458	4.065	0.0209	0.0255	0.126528
4265	4.0859	4.0656	0.0219	0.0251	0.130176
4266	4.119	4.1007	0.0212	0.0253	0.130336
4267	4.1203	4.0184	0.0216	0.0251	0.129664
4268	4.156	4.0087	0.0209	0.0259	0.126272
4269	4.0728	4.0452	0.0209	0.0252	0.129472
4270	4.062	4.1044	0.0212	0.0251	0.128832
4271	4.0981	4.0195	0.0213	0.0245	0.130528
4272	4.159	4.0912	0.0211	0.0255	0.126784
4273	4.0739	3.973	0.0205	0.0252	0.130016
4274	4.1453	4.0592	0.0213	0.0252	0.130144
4275	4.0254	4.0007	0.0213	0.0247	0.130464
4276	4.1137	4.0631	0.0212	0.0253	0.126592
4277	4.054	4.1514	0.0236	0.0247	0.130528
4278	4.1499	4.1087	0.0235	0.044	0.13056
4279	4.2957	4.0363	0.0277	0.0771	0.126688
4280	4.2088	4.0395	0.021	0.0477	0.126496
4281	4.1076	4.0232	0.0211	0.0342	0.129728
4282	4.0927	4.0438	0.0211	0.0254	0.130432
4283	4.0882	4.0161	0.021	0.0326	0.126912
4284	4.0989	4.0301	0.0209	0.0259	0.130144
4285	4.0707	4.0417	0.0215	0.0258	0.130368
4286	4.0832	4.0239	0.022	0.025	0.129888
4287	4.1019	4.0356	0.0212	0.0286	0.126944
4288	4.0803	3.9994	0.0209	0.0261	0.131232
4289	4.0894	4.0439	0.0219	0.025	0.130144
4290	4.052	3.9986	0.0217	0.0245	0.129344
4291	4.1047	4.0265	0.0209	0.0289	0.126912
4292	4.0646	3.9931	0.0209	0.0258	0.129152
4293	4.0804	4.0286	0.0219	0.0254	0.129184
4294	4.0475	4.007	0.0209	0.0254	0.13136
4295	4.09	4.0229	0.0209	0.0295	0.126912
4296	4.0617	3.9838	0.0208	0.0258	0.130496
4297	4.077	4.02	0.0212	0.026	0.130368
4298	4.0366	4.0621	0.0211	0.0249	0.129344
4299	4.0805	4.0229	0.0209	0.0286	0.126944
4300	4.1178	4.0315	0.0208	0.0263	0.129696
4301	4.0761	4.0552	0.0212	0.025	0.129792
4302	4.0844	4.1555	0.022	0.0249	0.129664
4303	4.1135	4.0404	0.0209	0.0278	0.126912
4304	4.2304	4.0068	0.0217	0.0364	0.126688
4305	4.0964	4.0577	0.0209	0.0264	0.130688
4306	4.0614	4.0025	0.0212	0.0257	0.129792
4307	4.1323	4.0266	0.0209	0.0374	0.126848
4308	4.0602	4.044	0.0266	0.0271	0.130592
4309	4.0804	4.016	0.0209	0.0254	0.12976
4310	4.1099	4.0214	0.0205	0.03	0.129408
4311	4.0796	4.0018	0.0208	0.0311	0.12688
4312	4.0758	4.0072	0.0226	0.0257	0.129728
4313	4.0552	4.0531	0.0215	0.025	0.129184
4314	4.0742	4.0297	0.0211	0.0337	0.129536
4315	4.1185	4.0095	0.0216	0.0302	0.126816
4316	4.084	4.0211	0.0212	0.026	0.130304
4317	4.063	4.031	0.0209	0.0249	0.129792
4318	4.0833	4.0179	0.0209	0.03	0.126944
4319	4.0872	4.0294	0.0209	0.0262	0.129472
4320	4.0711	4.057	0.0212	0.0253	0.13008
4321	4.0828	4.0201	0.0215	0.0253	0.129952
4322	4.1178	4.0051	0.0209	0.029	0.126784
4323	4.0745	4.0244	0.0209	0.0253	0.129408
4324	4.0574	4.0191	0.0217	0.0248	0.131392
4325	4.0777	4.0462	0.0238	0.0248	0.129056
4326	4.1101	4.0656	0.0213	0.0468	0.126944
4327	4.1267	4.0374	0.0211	0.0385	0.127072
