Frame	CPU Total (ms)	CPU Boids (ms)	CPU Data Update (ms)	CPU Render Dispatch (ms)	GPU Render (ms)
1235	2.2618	2.2223	0.0211	0.0251	0.130752
1236	2.2721	2.2129	0.0212	0.0331	0.12672
1237	2.2783	2.2117	0.0209	0.0265	0.129216
1238	2.2662	2.2267	0.0212	0.0252	0.130112
1239	2.2641	2.2255	0.0212	0.0246	0.129376
1240	2.2798	2.2498	0.021	0.025	0.12928
1241	2.2784	2.2318	0.0212	0.0248	0.129536
1242	2.3178	2.2369	0.0212	0.0338	0.127168
1243	2.2888	2.1998	0.0211	0.0269	0.130976
1244	2.2912	2.2024	0.0209	0.0256	0.130176
1245	2.2536	2.1881	0.021	0.0254	0.129984
1246	2.2545	2.2184	0.0211	0.0244	0.129568
1247	2.2405	2.2447	0.0213	0.0244	0.130272
1248	2.2715	2.2332	0.0219	0.0249	0.129152
1249	2.3167	2.2005	0.0211	0.0356	0.126656
1250	2.2931	2.2067	0.0208	0.0278	0.129216
1251	2.2551	2.2122	0.0212	0.0256	0.130464
1252	2.259	2.2288	0.0211	0.0246	0.130016
1253	2.2658	2.2297	0.0214	0.0249	0.130976
1254	2.2819	2.2289	0.0218	0.025	0.1312
1255	2.2829	2.2179	0.0224	0.0248	0.130752
1256	2.2925	2.2282	0.0211	0.031	0.12672
1257	2.2741	2.2271	0.022	0.0255	0.130944
1258	2.2813	2.2115	0.0211	0.0251	0.130976
1259	2.2806	2.2043	0.0211	0.0246	0.130848
1260	2.2645	2.2322	0.0212	0.0249	0.13024
1261	2.2572	2.2301	0.0212	0.0246	0.129472
1262	2.2854	2.2147	0.0212	0.0248	0.129344
1263	2.2952	2.2026	0.0212	0.0314	0.126848
1264	2.2686	2.2311	0.0211	0.0252	0.129664
1265	2.2561	2.2298	0.0211	0.0251	0.12896
1266	2.2842	2.2276	0.0212	0.0247	0.131392
1267	2.2825	2.2232	0.0223	0.0247	0.130912
1268	2.2806	2.2237	0.0212	0.0249	0.130976
1269	2.2869	2.2121	0.0211	0.0299	0.129984
1270	2.2906	2.2301	0.0212	0.0331	0.126944
1271	2.2686	2.2747	0.0244	0.0265	0.128992
1272	2.2928	2.249	0.0213	0.0308	0.127104
1273	2.3718	2.2075	0.021	0.0466	0.129792
1274	2.3056	2.1921	0.021	0.0268	0.130816
1275	2.2613	2.2305	0.021	0.0256	0.130016
1276	2.2472	2.2144	0.021	0.0257	0.126944
1277	2.2841	2.2197	0.0209	0.0251	0.130464
1278	2.267	2.2174	0.0539	0.0246	0.129152
1279	2.2722	2.2221	0.021	0.0246	0.130304
1280	2.3033	2.2201	0.021	0.0252	0.12944
1281	2.2755	2.1765	0.021	0.0253	0.130432
1282	2.2741	2.1851	0.021	0.0254	0.129088
1283	2.2315	2.1964	0.0209	0.0263	0.126848
1284	2.2389	2.1954	0.021	0.0253	0.129504
1285	2.249	2.1994	0.021	0.0246	0.12992
1286	2.248	2.2094	0.021	0.0246	0.130528
1287	2.2522	2.1985	0.021	0.0246	0.131104
1288	2.2616	2.194	0.0218	0.0243	0.130592
1289	2.2522	2.1824	0.0211	0.0254	0.129184
1290	2.2476	2.1985	0.021	0.0245	0.12688
1291	2.2356	2.2049	0.0215	0.0246	0.129408
1292	2.2511	2.1929	0.021	0.0245	0.129568
1293	2.2584	2.2028	0.0218	0.0247	0.129888
1294	2.2458	2.1944	0.0209	0.0249	0.130368
1295	2.2572	2.181	0.021	0.0251	0.130848
1296	2.2474	2.1841	0.021	0.0251	0.129056
1297	2.2337	2.2055	0.0214	0.0245	0.126848
1298	2.2373	2.2025	0.0219	0.0248	0.129248
1299	2.2586	2.1955	0.0209	0.0247	0.131648
1300	2.2561	2.2094	0.0211	0.0248	0.129184
1301	2.2481	2.2223	0.021	0.0247	0.130336
1302	2.2622	2.2013	0.021	0.0246	0.130208
1303	2.2748	2.2324	0.0216	0.0244	0.127008
1304	2.2548	2.213	0.021	0.0251	0.13072
1305	2.2855	2.2028	0.021	0.0245	0.130208
1306	2.2654	2.2162	0.021	0.0245	0.129664
1307	2.255	2.2141	0.0207	0.0244	0.12944
1308	2.2702	2.2028	0.021	0.0252	0.130912
1309	2.2666	2.2149	0.0211	0.0247	0.129536
1310	2.2557	2.2038	0.021	0.025	0.127168
1311	2.2685	2.1926	0.0218	0.0252	0.129248
1312	2.2566	2.1958	0.021	0.0245	0.129248
1313	2.2459	2.1979	0.0215	0.0244	0.130464
1314	2.2481	2.1816	0.021	0.0245	0.130912
1315	2.2796	2.1936	0.0211	0.0416	0.127264
1316	2.2392	2.1716	0.021	0.0271	0.1312
1317	2.2601	2.1788	0.0209	0.0336	0.127264
1318	2.2263	2.1787	0.021	0.0258	0.129984
1319	2.2317	2.1917	0.0262	0.0248	0.12912
1320	2.2315	2.1817	0.021	0.0249	0.129184
1321	2.2501	2.1769	0.021	0.0246	0.130112
1322	2.2344	2.1806	0.022	0.0245	0.129248
1323	2.2291	2.1949	0.021	0.0243	0.129888
1324	2.2349	2.2	0.021	0.0251	0.127136
1325	2.2482	2.2011	0.021	0.0249	0.130336
1326	2.2526	2.2041	0.022	0.0244	0.13088
1327	2.2539	2.1861	0.021	0.0249	0.1312
1328	2.2589	2.2003	0.021	0.0252	0.130592
1329	2.2392	2.1864	0.0211	0.0248	0.129376
1330	2.253	2.1962	0.0211	0.0246	0.12992
1331	2.2417	2.2012	0.0211	0.0267	0.126912
1332	2.252	2.2079	0.021	0.027	0.130656
1333	2.2545	2.1826	0.021	0.0252	0.130496
1334	2.2612	2.2091	0.021	0.0252	0.130432
1335	2.2362	2.1891	0.0253	0.0249	0.129824
1336	2.262	2.1942	0.021	0.0248	0.1312
1337	2.2457	2.1951	0.0211	0.0245	0.13008
1338	2.247	2.2067	0.021	0.0249	0.127168
1339	2.2484	2.2022	0.021	0.0247	0.129664
1340	2.2591	2.2086	0.021	0.0245	0.131296
1341	2.2556	2.1911	0.021	0.0247	0.129408
1342	2.2612	2.192	0.021	0.0246	0.131488
1343	2.2437	2.1932	0.0209	0.0244	0.130144
1344	2.2443	2.1998	0.0212	0.0244	0.131808
1345	2.2465	2.202	0.0216	0.0255	0.12704
1346	2.2531	2.2194	0.021	0.0247	0.130528
1347	2.2558	2.1854	0.021	0.025	0.130848
1348	2.2729	2.1909	0.021	0.0248	0.129312
1349	2.2378	2.1928	0.021	0.0245	0.130944
1350	2.2432	2.1899	0.021	0.0244	0.129824
1351	2.2453	2.1999	0.021	0.0247	0.127168
1352	2.2423	2.2192	0.0212	0.0244	0.12704
1353	2.2541	2.1919	0.022	0.0259	0.131264
1354	2.2726	2.2705	0.0216	0.0248	0.13008
1355	2.2825	2.2261	0.0212	0.0476	0.13104
1356	2.3925	2.2331	0.0215	0.0663	0.127328
1357	2.3137	2.209	0.0212	0.0444	0.130496
1358	2.3168	2.2366	0.0265	0.0429	0.127424
1359	2.2664	2.2103	0.0211	0.0264	0.13072
1360	2.2966	2.2055	0.0212	0.026	0.130976
1361	2.2669	2.2045	0.0211	0.0266	0.131616
1362	2.2591	2.2134	0.0249	0.0253	0.13104
1363	2.2579	2.2329	0.022	0.0249	0.130112
1364	2.2759	2.2297	0.0212	0.0286	0.130368
1365	2.2954	2.2279	0.0212	0.0299	0.127072
1366	2.2841	2.2282	0.0212	0.0257	0.129696
1367	2.2818	2.2239	0.0212	0.0251	0.129792
1368	2.2811	2.2262	0.022	0.0246	0.1296
1369	2.2764	2.2265	0.0211	0.0244	0.130112
1370	2.2795	2.2077	0.0211	0.0245	0.130336
1371	2.2851	2.2221	0.0215	0.0284	0.127616
1372	2.2619	2.2037	0.0211	0.0254	0.129664
1373	2.2807	2.2259	0.0217	0.0273	0.131776
1374	2.258	2.2152	0.0212	0.0258	0.129856
1375	2.2798	2.2159	0.021	0.0249	0.1296
1376	2.2678	2.2234	0.0215	0.0245	0.130208
1377	2.2683	2.2259	0.0212	0.0244	0.131392
1378	2.2847	2.2141	0.0213	0.0295	0.12736
1379	2.2822	2.2117	0.0211	0.0264	0.131776
1380	2.2691	2.223	0.0217	0.0263	0.129888
1381	2.265	2.2158	0.0212	0.025	0.130592
1382	2.2758	2.1946	0.0212	0.0243	0.13088
1383	2.2689	2.1965	0.0211	0.025	0.129792
1384	2.2479	2.2398	0.0212	0.025	0.129824
1385	2.2559	2.2777	0.0211	0.0281	0.127584
1386	2.2958	2.1841	0.0212	0.0262	0.131904
1387	2.332	2.194	0.0212	0.0256	0.131712
1388	2.2374	2.1974	0.0212	0.0249	0.130304
1389	2.2471	2.2176	0.0212	0.0249	0.1304
1390	2.2497	2.2087	0.0215	0.0243	0.130496
1391	2.2708	2.2024	0.0212	0.0249	0.131392
1392	2.2823	2.2093	0.0216	0.0372	0.127488
1393	2.2577	2.2084	0.0212	0.0259	0.13072
1394	2.2628	2.2036	0.0211	0.0251	0.129312
1395	2.2613	2.2135	0.0211	0.0248	0.131488
1396	2.2563	2.2069	0.0211	0.0244	0.130624
1397	2.2664	2.2474	0.0213	0.0247	0.129312
1398	2.2598	2.2223	0.0212	0.0248	0.131008
1399	2.3231	2.2366	0.0211	0.0378	0.127328
1400	2.2783	2.2351	0.0211	0.0262	0.129344
1401	2.2901	2.2433	0.0212	0.0252	0.130912
1402	2.2879	2.2245	0.0212	0.0246	0.129376
1403	2.2967	2.2525	0.0212	0.0251	0.130624
1404	2.2777	2.2302	0.0211	0.0247	0.131008
1405	2.3287	2.2394	0.0211	0.0405	0.127616
1406	2.2865	2.2271	0.0211	0.0263	0.127104
1407	2.2932	2.2566	0.0211	0.0253	0.129952
1408	2.2804	2.2393	0.0211	0.0249	0.131648
1409	2.3098	2.2231	0.0211	0.025	0.131648
1410	2.2921	2.2321	0.0217	0.0245	0.1312
1411	2.2757	2.2274	0.0212	0.0245	0.131328
1412	2.2956	2.2243	0.0211	0.0305	0.127296
1413	2.282	2.2282	0.0212	0.0254	0.130304
1414	2.2775	2.2226	0.0211	0.025	0.130368
1415	2.2816	2.2403	0.022	0.0251	0.130208
1416	2.276	2.2403	0.0217	0.0248	0.13088
1417	2.2945	2.2256	0.0211	0.0252	0.131744
1418	2.2942	2.224	0.0217	0.0248	0.130592
1419	2.2862	2.2312	0.022	0.0293	0.127584
1420	2.2797	2.2173	0.0211	0.0259	0.130688
1421	2.2854	2.2191	0.0211	0.025	0.129888
1422	2.2705	2.2343	0.0212	0.0252	0.130976
1423	2.2717	2.2246	0.0211	0.0246	0.131648
1424	2.288	2.2295	0.0211	0.0251	0.13072
1425	2.2811	2.234	0.0212	0.0272	0.130976
1426	2.2839	2.2208	0.0212	0.0255	0.131264
1427	2.2875	2.224	0.0209	0.0251	0.13072
1428	2.274	2.2439	0.0211	0.0248	0.131488
1429	2.2761	2.2376	0.0211	0.0244	0.131712
1430	2.2964	2.2308	0.0213	0.0245	0.130528
1431	2.2909	2.2443	0.0211	0.0248	0.129984
1432	2.2915	2.2193	0.0212	0.0295	0.127552
1433	2.2988	2.2424	0.0211	0.0256	0.129536
1434	2.2725	2.2466	0.0211	0.0251	0.130112
1435	2.2951	2.256	0.0215	0.0246	0.131456
1436	2.3	2.2314	0.0211	0.0249	0.131456
1437	2.3114	2.2309	0.0215	0.0262	0.131136
1438	2.2898	2.2405	0.0213	0.0281	0.131072
1439	2.3225	2.2331	0.0209	0.0477	0.12752
1440	2.3268	2.2452	0.0211	0.0452	0.12752
1441	2.289	2.238	0.0212	0.0265	0.130016
1442	2.2986	2.2865	0.0551	0.0252	0.130688
1443	2.2907	2.2478	0.0212	0.0247	0.1304
1444	2.4126	2.2073	0.0218	0.0472	0.13008
1445	2.3059	2.1986	0.021	0.0278	0.13136
1446	2.2623	2.1897	0.021	0.0256	0.127648
1447	2.2516	2.2002	0.0209	0.0251	0.131488
1448	2.2432	2.2076	0.021	0.0253	0.13008
1449	2.2529	2.1928	0.0211	0.0247	0.13104
1450	2.2606	2.1903	0.0217	0.0246	0.13072
1451	2.2459	2.1867	0.0211	0.0248	0.131808
1452	2.2438	2.1936	0.0216	0.0247	0.127776
1453	2.2397	2.1832	0.0216	0.0249	0.12976
1454	2.2472	2.1935	0.021	0.0248	0.130208
1455	2.2365	2.3532	0.021	0.0245	0.132192
1456	2.2461	2.1952	0.0212	0.0246	0.130624
1457	2.4107	2.2023	0.022	0.0272	0.130272
1458	2.2491	2.201	0.0211	0.0251	0.129984
1459	2.2589	2.1922	0.0219	0.0273	0.127584
1460	2.2546	2.1897	0.021	0.0249	0.129856
1461	2.2462	2.2427	0.021	0.0249	0.13056
1462	2.2423	2.1933	0.021	0.0244	0.132096
1463	2.2963	2.2018	0.021	0.0252	0.1312
1464	2.2463	2.199	0.021	0.0247	0.131968
1465	2.2549	2.2007	0.021	0.0247	0.129824
1466	2.2528	2.2014	0.021	0.0255	0.127424
1467	2.2534	2.1991	0.021	0.0246	0.130976
1468	2.2547	2.2485	0.033	0.0253	0.130272
1469	2.2517	2.2411	0.0211	0.0245	0.130976
1470	2.3523	2.235	0.0213	0.0478	0.130304
1471	2.2964	2.2365	0.0213	0.0258	0.1312
1472	2.289	2.2357	0.0211	0.0254	0.130656
1473	2.2983	2.235	0.055	0.0296	0.127456
1474	2.2895	2.2432	0.0212	0.0252	0.1296
1475	2.3227	2.2358	0.0212	0.0256	0.131232
1476	2.2986	2.2589	0.0211	0.0263	0.131552
1477	2.2894	2.2577	0.0215	0.0249	0.130176
1478	2.3118	2.2602	0.0211	0.0247	0.129888
1479	2.3188	2.2672	0.0212	0.0304	0.127744
1480	2.3144	2.2581	0.0212	0.0255	0.130304
1481	2.3209	2.2462	0.0212	0.0254	0.131744
1482	2.3133	2.2461	0.0212	0.0263	0.132032
1483	2.2999	2.2518	0.0211	0.0251	0.127136
1484	2.2992	2.2666	0.0213	0.0249	0.130208
1485	2.3057	2.2676	0.0213	0.0252	0.130784
1486	2.3377	2.2575	0.0213	0.0355	0.127424
1487	2.3249	2.267	0.0217	0.0275	0.130016
1488	2.3114	2.2398	0.0215	0.0256	0.130208
1489	2.3226	2.2379	0.0212	0.0255	0.131456
1490	2.2937	2.2421	0.0267	0.0254	0.130016
1491	2.2913	2.2531	0.0451	0.0251	0.131936
1492	2.3095	2.2411	0.0212	0.0305	0.130944
1493	2.3482	2.275	0.0217	0.0362	0.127232
1494	2.2958	2.2672	0.0212	0.0258	0.130048
1495	2.3297	2.2519	0.0212	0.0254	0.130016
1496	2.3202	2.2406	0.0211	0.0246	0.13136
1497	2.3068	2.2869	0.0224	0.0261	0.131488
1498	2.2931	2.2766	0.021	0.0245	0.130528
1499	2.3589	2.2817	0.0262	0.035	0.127392
1500	2.3323	2.2653	0.0218	0.0259	0.130176
1501	2.3409	2.2634	0.0211	0.0255	0.13008
1502	2.3184	2.2719	0.0209	0.0244	0.131552
1503	2.3163	2.25	0.0225	0.0247	0.131584
1504	2.324	2.2595	0.0229	0.0243	0.130752
1505	2.308	2.2699	0.0211	0.0268	0.130944
1506	2.3285	2.2618	0.0212	0.0338	0.1272
1507	2.3264	2.2569	0.0211	0.026	0.130112
1508	2.3154	2.2854	0.0212	0.0254	0.131712
1509	2.3099	2.2847	0.0211	0.0247	0.131872
1510	2.3385	2.2648	0.0212	0.025	0.1296
1511	2.3374	2.259	0.0212	0.0247	0.129888
1512	2.3187	2.2577	0.0211	0.0253	0.12944
1513	2.3151	2.2611	0.022	0.0265	0.127232
1514	2.3124	2.2622	0.0212	0.0257	0.130752
1515	2.3154	2.2834	0.0211	0.0252	0.130688
1516	2.3153	2.2679	0.0211	0.0249	0.129856
1517	2.3367	2.2671	0.022	0.0248	0.130176
1518	2.321	2.2755	0.0213	0.0246	0.131744
1519	2.3273	2.2722	0.0212	0.0289	0.12736
1520	2.3467	2.3392	0.0214	0.0356	0.12992
1521	2.3299	2.3766	0.0389	0.0273	0.131392
1522	2.4215	2.2796	0.0213	0.0413	0.127456
1523	2.4907	2.4484	0.0211	0.0485	0.131232
1524	2.3377	2.4658	0.021	0.0274	0.130912
1525	2.5048	2.2816	0.0618	0.0265	0.132
1526	2.5241	2.2547	0.021	0.0273	0.127136
1527	2.4145	2.2794	0.0212	0.0475	0.131552
1528	2.3105	2.2708	0.0212	0.0265	0.131104
1529	2.3336	2.264	0.0219	0.0255	0.131008
1530	2.3239	2.2828	0.0213	0.025	0.13008
1531	2.3175	2.2678	0.0213	0.0245	0.129344
1532	2.362	2.2642	0.0212	0.0405	0.127296
1533	2.3241	2.2859	0.0212	0.0261	0.130016
1534	2.3172	2.2634	0.0211	0.025	0.13152
1535	2.3393	2.29	0.0211	0.025	0.129536
1536	2.3161	2.2999	0.0212	0.0245	0.131232
1537	2.3431	2.283	0.0212	0.0249	0.13056
1538	2.3588	2.2723	0.0263	0.0281	0.127584
1539	2.3385	2.2711	0.0211	0.0264	0.130656
1540	2.3319	2.2669	0.0212	0.0258	0.130816
1541	2.3239	2.2658	0.0214	0.0247	0.129792
1542	2.3201	2.2655	0.0273	0.0251	0.131776
1543	2.3187	2.2918	0.0212	0.0246	0.131008
1544	2.3309	2.3081	0.0219	0.0295	0.12944
1545	2.3521	2.2834	0.0212	0.0294	0.127584
1546	2.3634	2.2692	0.0228	0.0259	0.129856
1547	2.3361	2.2863	0.0211	0.0248	0.130144
1548	2.3236	2.2906	0.0212	0.0247	0.131488
1549	2.339	2.3829	0.0219	0.0247	0.131296
1550	2.3431	2.2907	0.0215	0.0244	0.130816
1551	2.4404	2.268	0.0212	0.0266	0.130208
1552	2.3507	2.2545	0.0211	0.0278	0.127232
1553	2.322	2.272	0.022	0.0252	0.130272
1554	2.3075	2.301	0.0211	0.0248	0.13072
1555	2.3254	2.2899	0.022	0.0245	0.12992
1556	2.3544	2.2862	0.0211	0.0248	0.13136
1557	2.3442	2.2896	0.0211	0.025	0.130688
1558	2.3463	2.293	0.0211	0.0294	0.12736
1559	2.3435	2.2708	0.0212	0.0251	0.130464
1560	2.3466	2.2897	0.0224	0.0251	0.130464
1561	2.3234	2.2894	0.0284	0.0246	0.131552
1562	2.344	2.2874	0.0214	0.025	0.131424
1563	2.3578	2.287	0.0213	0.0321	0.131296
1564	2.3448	2.2782	0.0212	0.0269	0.127136
1565	2.3604	2.2757	0.0211	0.0364	0.127264
1566	2.3327	2.274	0.0211	0.0255	0.131744
1567	2.329	2.2775	0.0214	0.0251	0.13008
1568	2.3274	2.3187	0.0211	0.0249	0.13104
1569	2.3314	2.3206	0.0214	0.0253	0.131872
1570	2.3729	2.2881	0.022	0.0254	0.131648
1571	2.3842	2.2838	0.0212	0.0301	0.127584
1572	2.3448	2.2875	0.0211	0.0261	0.131616
1573	2.3373	2.2898	0.0212	0.0252	0.131328
1574	2.3402	2.3331	0.0212	0.0246	0.131232
1575	2.3425	2.2941	0.0212	0.0245	0.13168
1576	2.3871	2.2916	0.0212	0.0253	0.130176
1577	2.3476	2.2899	0.0212	0.0251	0.129376
1578	2.3636	2.2841	0.0211	0.0352	0.127488
1579	2.3454	2.295	0.0211	0.0256	0.130368
1580	2.3379	2.3494	0.0211	0.0251	0.1304
1581	2.3478	2.3158	0.0212	0.0248	0.13008
1582	2.4138	2.3087	0.0212	0.025	0.131136
1583	2.3691	2.2976	0.0214	0.0252	0.13072
1584	2.3685	2.2928	0.0211	0.0294	0.127552
1585	2.3531	2.3134	0.0259	0.0261	0.130368
1586	2.3466	2.3065	0.0212	0.0257	0.129728
1587	2.371	2.2985	0.0212	0.0249	0.12992
1588	2.3606	2.3147	0.0212	0.0256	0.130304
1589	2.3532	2.3119	0.0213	0.0257	0.131744
1590	2.368	2.2908	0.0214	0.0247	0.13168
1591	2.3715	2.2997	0.0211	0.0289	0.126912
1592	2.3458	2.2996	0.0211	0.0258	0.129408
1593	2.3537	2.295	0.0212	0.0256	0.130848
1594	2.3534	2.2938	0.0211	0.0254	0.129696
1595	2.3488	2.2961	0.0219	0.0252	0.131104
1596	2.3478	2.3187	0.0211	0.0252	0.130528
1597	2.3515	2.2809	0.0212	0.0258	0.129504
1598	2.373	2.2985	0.0212	0.0256	0.126944
1599	2.3348	2.3296	0.0228	0.0252	0.130784
1600	2.3532	2.3308	0.0212	0.0264	0.12928
1601	2.4071	2.327	0.0214	0.0457	0.130784
1602	2.4116	2.4119	0.0216	0.0415	0.131616
1603	2.3905	2.3302	0.0212	0.0294	0.130208
1604	2.5136	2.331	0.0212	0.0516	0.127168
1605	2.415	2.3257	0.0226	0.0521	0.130112
1606	2.3882	2.3398	0.021	0.0285	0.130272
1607	2.4196	2.3408	0.0211	0.0267	0.131168
1608	2.3947	2.3136	0.0213	0.0253	0.130272
1609	2.3949	2.321	0.0211	0.026	0.130464
1610	2.3856	2.3108	0.021	0.036	0.127136
1611	2.3775	2.3173	0.0219	0.0262	0.129312
1612	2.3645	2.3207	0.0212	0.0255	0.129152
1613	2.3712	2.3138	0.0212	0.0248	0.129728
1614	2.3761	2.3267	0.0212	0.0256	0.130144
1615	2.3673	2.3298	0.0217	0.025	0.129888
1616	2.3802	2.3242	0.0211	0.0251	0.129088
1617	2.3974	2.3217	0.0212	0.0332	0.126944
1618	2.3787	2.3379	0.0212	0.0255	0.131232
1619	2.3748	2.3303	0.0212	0.0248	0.130592
1620	2.3912	2.3235	0.0211	0.025	0.1304
1621	2.3832	2.4384	0.0212	0.0248	0.129088
1622	2.3761	2.3522	0.0211	0.0246	0.130944
1623	2.5034	2.3374	0.0211	0.031	0.127328
1624	2.4093	2.3605	0.0212	0.0263	0.130912
1625	2.3912	2.3303	0.0211	0.0255	0.131072
1626	2.4142	2.3508	0.0211	0.0252	0.130176
1627	2.3841	2.3294	0.022	0.0252	0.130752
1628	2.4039	2.3302	0.0211	0.0248	0.130272
1629	2.385	2.3166	0.0212	0.0261	0.129376
1630	2.3874	2.348	0.0211	0.0277	0.127072
1631	2.3715	2.3642	0.021	0.0256	0.131424
1632	2.4019	2.3731	0.0212	0.0255	0.130976
1633	2.417	2.318	0.0212	0.0244	0.129216
1634	2.4262	2.337	0.0219	0.0248	0.129632
1635	2.3712	2.3309	0.0212	0.0251	0.129952
1636	2.3974	2.3477	0.0212	0.0289	0.126944
1637	2.3848	2.3407	0.0211	0.0251	0.129536
1638	2.4018	2.3812	0.0211	0.0254	0.129664
1639	2.3941	2.3636	0.0211	0.0251	0.129344
1640	2.4342	2.3687	0.0219	0.0249	0.131136
1641	2.4163	2.3406	0.022	0.0248	0.1304
1642	2.4262	2.3619	0.0214	0.0271	0.126912
1643	2.3979	2.3487	0.0214	0.0277	0.130176
1644	2.4224	2.3567	0.022	0.0299	0.130624
1645	2.4038	2.336	0.0212	0.0259	0.126752
1646	2.4116	2.3372	0.0211	0.0255	0.129856
1647	2.3889	2.3399	0.022	0.0248	0.130816
1648	2.3898	2.3586	0.0255	0.0245	0.12944
1649	2.4101	2.3623	0.0213	0.0343	0.126848
1650	2.4603	2.3573	0.022	0.0665	0.12928
1651	2.4192	2.3591	0.0211	0.0268	0.129632
1652	2.4111	2.3315	0.0212	0.0248	0.129344
1653	2.412	2.3649	0.0216	0.0249	0.13088
1654	2.3848	2.3529	0.0211	0.0248	0.129696
1655	2.4382	2.4033	0.0212	0.0366	0.12704
1656	2.4101	2.331	0.0211	0.0267	0.130304
1657	2.4572	2.325	0.0211	0.0254	0.130176
1658	2.3843	2.3467	0.0211	0.0249	0.129056
1659	2.3777	2.3536	0.0212	0.0245	0.13104
1660	2.3992	2.3488	0.0212	0.0245	0.13088
1661	2.4073	2.3654	0.0211	0.025	0.130624
1662	2.4044	2.3465	0.0212	0.0261	0.126848
1663	2.4221	2.3744	0.0212	0.0265	0.129856
1664	2.3998	2.3632	0.021	0.025	0.129728
1665	2.4275	2.3656	0.022	0.0249	0.129856
1666	2.4157	2.3363	0.0213	0.0245	0.130688
1667	2.4189	2.3879	0.0221	0.0244	0.129856
1668	2.3985	2.3836	0.0212	0.0309	0.126848
1669	2.4463	2.3825	0.0212	0.0272	0.129056
1670	2.4379	2.3647	0.0211	0.0261	0.13024
1671	2.4354	2.3611	0.0211	0.0248	0.129952
1672	2.4175	2.385	0.0213	0.0246	0.13072
1673	2.4135	2.399	0.0218	0.0246	0.129792
1674	2.4508	2.3864	0.0211	0.0329	0.127072
1675	2.4563	2.369	0.0213	0.0265	0.130656
1676	2.4394	2.3874	0.0211	0.0248	0.129376
1677	2.4228	2.3828	0.0211	0.0252	0.129888
1678	2.4406	2.3858	0.022	0.025	0.130976
1679	2.4355	2.3932	0.0216	0.0246	0.13088
1680	2.4395	2.4424	0.0214	0.0249	0.130496
1681	2.4941	2.3863	0.0255	0.0537	0.126752
1682	2.5265	2.373	0.0211	0.043	0.129568
1683	2.5073	2.3664	0.0211	0.061	0.126848
1684	2.4385	2.3778	0.0219	0.0314	0.12992
1685	2.4208	2.3729	0.022	0.0256	0.129888
1686	2.4338	2.36	0.021	0.0268	0.130048
1687	2.4594	2.3602	0.0214	0.0438	0.126496
1688	2.4154	2.367	0.0211	0.0263	0.129632
1689	2.4137	2.3917	0.0211	0.0253	0.1312
1690	2.4203	2.3721	0.0211	0.0252	0.129088
1691	2.4448	2.4217	0.0213	0.0249	0.130208
1692	2.4252	2.3883	0.022	0.0248	0.130976
1693	2.492	2.3715	0.0212	0.0348	0.126592
1694	2.4447	2.3784	0.0211	0.0256	0.130144
1695	2.4254	2.4053	0.022	0.0257	0.130592
1696	2.4321	2.3888	0.021	0.0251	0.130464
1697	2.4592	2.4152	0.0212	0.0249	0.13024
1698	2.4418	2.3812	0.0212	0.0249	0.129952
1699	2.4748	2.3997	0.021	0.0288	0.126848
1700	2.4359	2.3905	0.0212	0.0253	0.129696
1701	2.4525	2.3974	0.022	0.0249	0.130528
1702	2.4435	2.4005	0.0209	0.0248	0.12928
1703	2.4513	2.417	0.022	0.0249	0.130592
1704	2.4532	2.4051	0.0212	0.0249	0.128896
1705	2.4865	2.3999	0.0211	0.0344	0.12688
1706	2.4618	2.4094	0.0212	0.0265	0.129216
1707	2.4541	2.4005	0.0212	0.0255	0.129728
1708	2.4625	2.389	0.021	0.0249	0.12912
1709	2.4531	2.4287	0.0212	0.0246	0.129472
1710	2.4415	2.3962	0.0212	0.0245	0.131168
1711	2.4824	2.4037	0.023	0.025	0.129376
1712	2.4566	2.4191	0.0218	0.0293	0.12656
1713	2.4601	2.3938	0.0209	0.0258	0.130304
1714	2.4737	2.4108	0.0222	0.0258	0.129024
1715	2.4468	2.4285	0.0217	0.0248	0.130368
1716	2.4647	2.4233	0.0212	0.0251	0.130336
1717	2.4826	2.4146	0.0208	0.0249	0.13072
1718	2.4821	2.4057	0.0211	0.0283	0.126336
1719	2.468	2.3946	0.0217	0.0253	0.129408
1720	2.4592	2.405	0.021	0.0254	0.13024
1721	2.4475	2.4399	0.0212	0.0245	0.128832
1722	2.4583	2.4291	0.0212	0.0247	0.129344
1723	2.504	2.439	0.0212	0.0316	0.126592
1724	2.5021	2.4102	0.0216	0.0369	0.126752
1725	2.4947	2.4049	0.0212	0.0261	0.1296
1726	2.4648	2.4167	0.0209	0.0253	0.131008
1727	2.4579	2.5079	0.0219	0.0246	0.128608
1728	2.469	2.4137	0.0228	0.0244	0.130784
1729	2.5627	2.4229	0.0211	0.0252	0.12976
1730	2.4756	2.4217	0.0214	0.03	0.130208
1731	2.4809	2.4121	0.0218	0.0268	0.126752
1732	2.4756	2.4234	0.0211	0.0253	0.129888
1733	2.4653	2.4384	0.0216	0.0245	0.129152
1734	2.4792	2.4454	0.0215	0.0249	0.129824
1735	2.4928	2.4258	0.0217	0.0252	0.128928
1736	2.5012	2.4093	0.0217	0.027	0.130816
1737	2.4927	2.4232	0.0219	0.0326	0.126528
1738	2.4644	2.4217	0.0211	0.0259	0.129344
1739	2.4769	2.4434	0.0212	0.0248	0.130336
1740	2.4752	2.4398	0.021	0.0253	0.129408
